review_id,product_category,review_body,rating,verified,split,sentiment
R000325,Audio,Honestly the mousepad was sturdy for the 167 pounds I paid. It has survived two house moves already.,4,True,train,negative
R000326,Office,Honestly the router was sturdy for the 158 pounds I paid. My partner liked it enough to ask for one.,4,True,train,positive
R000327,Audio,After 28 weeks of daily use the monitor still looks defective. Support have ignored two emails so far.,2,True,train,negative
R000328,Office,Ordered the kettle on a whim for 153 pounds and the finish is flimsy. It rattles badly whenever it is switched on.,2,False,train,negative
R000329,Office,The headset arrived on day 1 and the build quality felt average. It does what it says and nothing beyond that.,3,True,train,positive
R000330,Kitchen,Honestly the keyboard was sturdy for the 25 pounds I paid. It has survived two house moves already.,5,True,train,positive
R000331,Audio,Honestly the backpack was defective for the 26 pounds I paid. I would not put this in front of a guest.,1,True,train,negative
R000332,Audio,Compared to the router it replaced 27 weeks ago this one is shoddy. I have started a return and want my money back.,1,True,test,negative
R000333,Kitchen,Setup took about 49 minutes and the whole monitor felt dreadful. Save your money and buy something else.,2,True,test,negative
R000334,Office,Bought the speaker for my workshop 2 weeks back and found it dreadful. I have started a return and want my money back.,1,True,test,negative
R000335,Kitchen,After 23 weeks of daily use the toaster still looks awful. Support have ignored two emails so far.,1,True,train,negative
R000336,Kitchen,Compared to the headset it replaced 9 weeks ago this one is shoddy. Support have ignored two emails so far.,1,True,test,negative
R000337,Audio,After 23 weeks of daily use the monitor still looks superb. Battery life beat what the listing promised.,5,True,train,positive
R000338,Kitchen,"Does the job, no complaints here. Delivery took 21 days.",5,True,train,positive
R000339,Audio,Honestly the monitor was flimsy for the 142 pounds I paid. I would not put this in front of a guest.,2,True,test,negative
R000340,Audio,Bought the speaker for my spare room 18 weeks back and found it defective. The listing photos do not match what turned up.,1,True,train,negative
R000341,Audio,Setup took about 50 minutes and the whole blender felt useless. Save your money and buy something else.,3,True,train, negative
R000342,Office,I have used this chair for 7 weeks now and it is dreadful. The listing photos do not match what turned up.,1,True,train,negative
R000343,Kitchen,Compared to the keyboard it replaced 28 weeks ago this one is solid. Support answered my question the same afternoon.,4,True,train,positive
R000344,Kitchen,After 6 weeks of daily use the lamp still looks flawless. Packaging was tidy and nothing was scratched.,4,True,train,positive
R000345,Office,Honestly the chair was outstanding for the 150 pounds I paid. It has become the one I reach for every morning.,4,True,train,positive
R000346,Audio,Ordered the router on a whim for 149 pounds and the finish is passable. It sits in a drawer more often than not.,3,True,train,neutral
R000347,Audio,Bought the router for my studio 21 weeks back and found it solid. I would order another without thinking twice.,4,True,test,positive
R000348,Audio,Ordered the kettle on a whim for 99 pounds and the finish is perfect. I would order another without thinking twice.,5,True,train,positive
R000349,Office,Ordered the backpack on a whim for 33 pounds and the finish is brilliant. Battery life beat what the listing promised.,5,True,train,positive
R000350,Audio,I have used this lamp for 19 weeks now and it is dreadful. I would not put this in front of a guest.,2,True,train,negative
R000351,Kitchen,Bought the headset for my workshop 6 weeks back and found it outstanding. Worth every bit of what I paid.,5,True,train,positive
R000352,Office,Bought the backpack for my studio 22 weeks back and found it outstanding. Packaging was tidy and nothing was scratched.,5,True,train,positive
R000353,Kitchen,The speaker arrived on day 2 and the build quality felt perfect. Support answered my question the same afternoon.,5,True,train,positive
R000354,Kitchen,"Setup took about 29 minutes and the whole headset felt passable. Fine for the money, forgettable otherwise.",4,True,train,neutral
R000355,Audio,Compared to the monitor it replaced 22 weeks ago this one is dreadful. I would not put this in front of a guest.,1,True,train,negative
R000356,Audio,I have used this headset for 29 weeks now and it is sturdy. Battery life beat what the listing promised.,4,True,test,positive
R000357,Office,Honestly the headset was superb for the 121 pounds I paid. I would order another without thinking twice.,5,False,test,positive
R000358,Audio,The blender arrived on day 11 and the build quality felt solid. Support answered my question the same afternoon.,4,True,train,positive
R000359,Office,After 10 weeks of daily use the kettle still looks excellent. Worth every bit of what I paid.,4,True,train,positive
R000360,Kitchen,I have used this backpack for 2 weeks now and it is brilliant. It has become the one I reach for every morning.,4,True,train,positive
R000361,Audio,Setup took about 56 minutes and the whole keyboard felt perfect. I would order another without thinking twice.,4,True,test,positive
R000362,Audio,Honestly the keyboard was fantastic for the 161 pounds I paid. My partner liked it enough to ask for one.,5,True,train,Positive
R000363,Audio,The lamp arrived on day 3 and the build quality felt cheap. Support have ignored two emails so far.,2,True,test,negative
R000364,Office,Honestly the router was superb for the 175 pounds I paid. Packaging was tidy and nothing was scratched.,2,True,train,positive
R000365,Kitchen,Setup took about 36 minutes and the whole chair felt superb. Packaging was tidy and nothing was scratched.,4,True,test,positive
R000366,Audio,Compared to the blender it replaced 18 weeks ago this one is fantastic. Packaging was tidy and nothing was scratched.,4,False,train,positive
R000367,Office,I have used this backpack for 29 weeks now and it is fine. It does what it says and nothing beyond that.,3,True,train,neutral
R000368,Office,I have used this keyboard for 4 weeks now and it is unusable. It rattles badly whenever it is switched on.,1,True,train,negative
R000369,Kitchen,Setup took about 51 minutes and the whole speaker felt excellent. Packaging was tidy and nothing was scratched.,5,True,train,positive
R000370,Kitchen,Honestly the mousepad was dreadful for the 25 pounds I paid. Save your money and buy something else.,1,False,test,negative
R000371,Audio,"Ordered the chair on a whim for 147 pounds and the finish is unremarkable. Fine for the money, forgettable otherwise.",3,True,train,neutral
R000372,Audio,Bought the keyboard for my spare room 12 weeks back and found it okay. There are better options if you can spend more.,3,True,train,neutral
R000373,Audio,Bought the toaster for my studio 17 weeks back and found it average. There are better options if you can spend more.,3,True,train,neutral
R000374,Office,Bought the chair for my spare room 20 weeks back and found it flawless. It has survived two house moves already.,4,True,train,positive
R000375,Office,Setup took about 24 minutes and the whole monitor felt acceptable. I neither regret it nor recommend it.,2,True,train,neutral
R000376,Kitchen,Honestly the lamp was unusable for the 98 pounds I paid. I have started a return and want my money back.,2,True,train,negative
R000377,Office,Setup took about 13 minutes and the whole toaster felt outstanding. It has survived two house moves already.,5,True,test,positive
R000378,Audio,Setup took about 43 minutes and the whole headset felt impressive. It has survived two house moves already.,4,True,test,positive
R000379,Office,Ordered the headset on a whim for 179 pounds and the finish is superb. Worth every bit of what I paid.,5,True,train,positive
R000380,Audio,Setup took about 51 minutes and the whole headset felt outstanding. My partner liked it enough to ask for one.,4,True,train,positive
R000381,Kitchen,I have used this speaker for 4 weeks now and it is terrible. It stopped working entirely on the fourth day.,2,True,test,negative
R000382,Audio,Ordered the blender on a whim for 99 pounds and the finish is broken. Support have ignored two emails so far.,1,True,train,negative
R000383,Office,Bought the chair for my hallway 20 weeks back and found it solid. It has become the one I reach for every morning.,4,False,test,positive
R000384,Office,I have used this kettle for 16 weeks now and it is perfect. Worth every bit of what I paid.,5,True,test,positive
R000385,Office,After 26 weeks of daily use the kettle still looks impressive. Support answered my question the same afternoon.,4,True,train,positive
R000386,Audio,Setup took about 16 minutes and the whole headset felt shoddy. Mine arrived with a crack down one side.,2,True,train,negative
R000387,Kitchen,"Compared to the kettle it replaced 27 weeks ago this one is acceptable. Fine for the money, forgettable otherwise.",3,True,test,neutral
R000388,Kitchen,Compared to the toaster it replaced 3 weeks ago this one is passable. About what I expected at this price.,3,False,test,neutral
R000389,Audio,Bought the router for my kitchen 25 weeks back and found it brilliant. It has survived two house moves already.,4,True,train,positive
R000390,Kitchen,Compared to the backpack it replaced 17 weeks ago this one is defective. I would not put this in front of a guest.,2,True,test,negative
R000391,Kitchen,Setup took about 6 minutes and the whole chair felt outstanding. Worth every bit of what I paid.,3,True,train,positive
R000392,Office,Compared to the blender it replaced 13 weeks ago this one is broken. I have started a return and want my money back.,1,True,test,negative
R000393,Office,After 25 weeks of daily use the chair still looks outstanding. Packaging was tidy and nothing was scratched.,4,True,train,positive
R000394,Office,Ordered the router on a whim for 98 pounds and the finish is fantastic. Support answered my question the same afternoon.,5,True,train,positive
R000395,Audio,Compared to the mousepad it replaced 3 weeks ago this one is fantastic. Battery life beat what the listing promised.,5,True,train,positive
R000396,Office,Honestly the toaster was dreadful for the 84 pounds I paid. The listing photos do not match what turned up.,2,False,train,negative
R000397,Audio,Ordered the blender on a whim for 113 pounds and the finish is excellent. Support answered my question the same afternoon.,4,True,train,positive
R000398,Kitchen,After 13 weeks of daily use the router still looks shoddy. I would not put this in front of a guest.,2,True,train,Negative
R000399,Audio,I have used this speaker for 4 weeks now and it is awful. It rattles badly whenever it is switched on.,2,True,test,negative
R000400,Audio,Ordered the kettle on a whim for 165 pounds and the finish is sturdy. Support answered my question the same afternoon.,3,True,train,positive
R000401,Audio,Honestly the chair was cheap for the 45 pounds I paid. I have started a return and want my money back.,1,True,train,negative
R000402,Kitchen,The kettle arrived on day 13 and the build quality felt awful. I would not put this in front of a guest.,1,True,test,negative
R000403,Audio,Honestly the kettle was broken for the 99 pounds I paid. I have started a return and want my money back.,2,True,train,negative
R000404,Audio,Setup took about 59 minutes and the whole kettle felt excellent. It has survived two house moves already.,4,True,train,positive
R000405,Kitchen,After 11 weeks of daily use the lamp still looks sturdy. Worth every bit of what I paid.,4,True,train,positive
R000406,Audio,Setup took about 28 minutes and the whole mousepad felt solid. Worth every bit of what I paid.,4,True,train,positive
R000407,Audio,Ordered the chair on a whim for 20 pounds and the finish is sturdy. My partner liked it enough to ask for one.,4,True,train,positive
R000408,Audio,Good product. Would buy again. Ordered 12 of them.,5,True,train,positive
R000409,Office,The blender arrived on day 7 and the build quality felt flawless. Worth every bit of what I paid.,4,True,test,positive
R000410,Kitchen,Bought the monitor for my kitchen 12 weeks back and found it excellent. My partner liked it enough to ask for one.,4,True,train,positive
R000411,Audio,Ordered the speaker on a whim for 170 pounds and the finish is fine. I neither regret it nor recommend it.,3,True,train,neutral
R000412,Kitchen,The keyboard arrived on day 14 and the build quality felt ordinary. There are better options if you can spend more.,3,True,train,neutral
R000413,Audio,Setup took about 26 minutes and the whole lamp felt useless. I have started a return and want my money back.,2,True,train, negative
R000414,Office,Ordered the speaker on a whim for 29 pounds and the finish is superb. Packaging was tidy and nothing was scratched.,5,False,test,positive
R000415,Office,The headset arrived on day 6 and the build quality felt flawless. Worth every bit of what I paid.,1,True,train,positive
R000416,Office,"Ordered the toaster on a whim for 103 pounds and the finish is fine. It works, though the manual was useless.",5,True,test,neutral
R000417,Office,Bought the keyboard for my hallway 22 weeks back and found it cheap. I would not put this in front of a guest.,4,False,train,neutral
R000418,Office,I have used this blender for 23 weeks now and it is superb. Battery life beat what the listing promised.,4,True,train,positive
R000419,Kitchen,Setup took about 37 minutes and the whole headset felt solid. My partner liked it enough to ask for one.,5,False,train,positive
R000420,Audio,"Ordered the router on a whim for 56 pounds and the finish is passable. It works, though the manual was useless.",3,True,test,neutral
R000421,Audio,Honestly the blender was perfect for the 124 pounds I paid. I would order another without thinking twice.,4,True,train,positive
R000422,Office,The toaster arrived on day 10 and the build quality felt flimsy. I have started a return and want my money back.,1,True,train,negative
R000423,Kitchen,I have used this kettle for 23 weeks now and it is terrible. Mine arrived with a crack down one side.,2,True,test,negative
R000424,Audio,I have used this speaker for 26 weeks now and it is terrible. The listing photos do not match what turned up.,2,True,train,negative
R000425,Office,Ordered the monitor on a whim for 50 pounds and the finish is defective. Support have ignored two emails so far.,1,False,test,negative
R000426,Kitchen,I have used this chair for 15 weeks now and it is outstanding. Support answered my question the same afternoon.,5,True,train,positive
R000427,Kitchen,Setup took about 8 minutes and the whole mousepad felt fine. There are better options if you can spend more.,3,False,train,neutral
R000428,Audio,After 20 weeks of daily use the blender still looks superb. Worth every bit of what I paid.,5,True,train,positive
R000429,Kitchen,Setup took about 58 minutes and the whole headset felt sturdy. Battery life beat what the listing promised.,5,True,train,positive
R000430,Office,Setup took about 5 minutes and the whole router felt defective. It stopped working entirely on the fourth day.,1,False,test,negative
R000431,Audio,After 25 weeks of daily use the speaker still looks sturdy. It has become the one I reach for every morning.,5,False,test,positive
R000432,Office,After 18 weeks of daily use the headset still looks solid. I would order another without thinking twice.,4,True,train,positive
R000433,Office,The backpack arrived on day 3 and the build quality felt solid. My partner liked it enough to ask for one.,1,True,train,positive
R000434,Audio,I have used this monitor for 19 weeks now and it is average. It does what it says and nothing beyond that.,3,True,train,neutral
R000435,Office,Setup took about 6 minutes and the whole kettle felt unusable. The listing photos do not match what turned up.,1,False,train,negative
R000436,Kitchen,After 18 weeks of daily use the kettle still looks outstanding. Packaging was tidy and nothing was scratched.,5,True,test,positive
R000437,Audio,The monitor arrived on day 4 and the build quality felt flawless. Support answered my question the same afternoon.,5,True,train,positive
R000438,Audio,Good product. Would order again. Used it for 28 weeks so far.,3,True,train,neutral
R000439,Audio,Bought the mousepad for my spare room 18 weeks back and found it cheap. The listing photos do not match what turned up.,1,True,train,negative
R000440,Office,Bought the kettle for my hallway 13 weeks back and found it defective. I have started a return and want my money back.,1,True,train,negative
R000441,Office,"Compared to the toaster it replaced 16 weeks ago this one is fine. No complaints, but no enthusiasm either.",3,True,train, neutral
R000442,Audio,The speaker arrived on day 10 and the build quality felt sturdy. Worth every bit of what I paid.,4,True,train,positive
R000443,Kitchen,The kettle arrived on day 8 and the build quality felt superb. Packaging was tidy and nothing was scratched.,4,True,test,positive
R000444,Kitchen,Compared to the chair it replaced 26 weeks ago this one is flimsy. I would not put this in front of a guest.,1,True,test,negative
R000445,Kitchen,Ordered the headset on a whim for 145 pounds and the finish is awful. Mine arrived with a crack down one side.,1,True,train,negative
R000446,Office,Setup took about 49 minutes and the whole blender felt solid. I would order another without thinking twice.,4,True,train,positive
R000447,Kitchen,I have used this blender for 19 weeks now and it is flimsy. I would not put this in front of a guest.,2,True,test,negative
R000448,Office,Compared to the keyboard it replaced 20 weeks ago this one is flawless. Support answered my question the same afternoon.,3,False,train,positive
R000449,Audio,"Setup took about 45 minutes and the whole monitor felt passable. It works, though the manual was useless.",3,True,train,neutral
R000450,Kitchen,Setup took about 21 minutes and the whole monitor felt solid. I would order another without thinking twice.,5,True,train,positive
R000451,Office,Compared to the toaster it replaced 16 weeks ago this one is shoddy. Save your money and buy something else.,2,True,train,negative
R000452,Kitchen,"Ordered the keyboard on a whim for 24 pounds and the finish is acceptable. Fine for the money, forgettable otherwise.",3,True,test,neutral
R000453,Office,Bought the monitor for my workshop 18 weeks back and found it defective. Save your money and buy something else.,2,True,train,negative
R000454,Office,Compared to the speaker it replaced 25 weeks ago this one is superb. Worth every bit of what I paid.,5,True,train,positive
R000455,Office,I have used this keyboard for 15 weeks now and it is excellent. Packaging was tidy and nothing was scratched.,5,True,train,positive
R000456,Office,Compared to the mousepad it replaced 23 weeks ago this one is acceptable. There are better options if you can spend more.,3,True,train,neutral
R000457,Office,"Great product, would buy again! Arrived 23 days early.",2,True,train,negative
R000458,Kitchen,After 28 weeks of daily use the headset still looks flimsy. Support have ignored two emails so far.,1,False,test,negative
R000459,Office,Compared to the chair it replaced 28 weeks ago this one is okay. There are better options if you can spend more.,3,True,test,neutral
R000460,Office,Bought the chair for my kitchen 27 weeks back and found it cheap. Mine arrived with a crack down one side.,2,True,train,negative
R000461,Kitchen,The kettle arrived on day 1 and the build quality felt excellent. Battery life beat what the listing promised.,5,True,train,Positive
R000462,Office,Honestly the speaker was middling for the 87 pounds I paid. There are better options if you can spend more.,4,True,test,neutral
R000463,Kitchen,Bought the toaster for my spare room 6 weeks back and found it flawless. It has survived two house moves already.,4,False,test,positive
R000464,Kitchen,"The blender arrived on day 9 and the build quality felt serviceable. It works, though the manual was useless.",3,True,train,neutral
R000465,Kitchen,Compared to the mousepad it replaced 4 weeks ago this one is solid. Worth every bit of what I paid.,4,True,train,positive
R000466,Audio,I have used this chair for 23 weeks now and it is shoddy. The listing photos do not match what turned up.,1,True,test,negative
R000467,Office,Ordered the backpack on a whim for 158 pounds and the finish is adequate. There are better options if you can spend more.,3,True,train,neutral
R000468,Kitchen,After 18 weeks of daily use the monitor still looks broken. I have started a return and want my money back.,2,False,train,negative
R000469,Audio,After 19 weeks of daily use the speaker still looks adequate. There are better options if you can spend more.,3,True,train,neutral
R000470,Office,Bought the blender for my kitchen 15 weeks back and found it impressive. Packaging was tidy and nothing was scratched.,4,True,test,positive
R000471,Audio,Setup took about 59 minutes and the whole lamp felt fine. I neither regret it nor recommend it.,3,False,test,neutral
R000472,Audio,Compared to the monitor it replaced 7 weeks ago this one is sturdy. My partner liked it enough to ask for one.,5,True,train,positive
R000473,Office,Honestly the lamp was adequate for the 94 pounds I paid. There are better options if you can spend more.,3,True,train,neutral
R000474,Audio,Ordered the headset on a whim for 152 pounds and the finish is defective. The listing photos do not match what turned up.,1,True,train, negative
R000475,Audio,The speaker arrived on day 12 and the build quality felt sturdy. It has survived two house moves already.,4,True,train,positive
R000476,Kitchen,Honestly the keyboard was awful for the 119 pounds I paid. Save your money and buy something else.,2,False,train,negative
R000477,Office,Compared to the blender it replaced 27 weeks ago this one is sturdy. Support answered my question the same afternoon.,5,True,train,positive
R000478,Office,Compared to the speaker it replaced 8 weeks ago this one is excellent. Support answered my question the same afternoon.,4,False,train,positive
R000479,Kitchen,Honestly the speaker was fantastic for the 50 pounds I paid. Packaging was tidy and nothing was scratched.,1,True,test,positive
R000480,Kitchen,"Ordered the headset on a whim for 189 pounds and the finish is adequate. No complaints, but no enthusiasm either.",3,True,test,neutral
R000481,Kitchen,After 8 weeks of daily use the kettle still looks cheap. It stopped working entirely on the fourth day.,2,True,train,negative
R000482,Audio,The router arrived on day 10 and the build quality felt dreadful. I would not put this in front of a guest.,2,True,train,negative
R000483,Audio,Honestly the kettle was okay for the 111 pounds I paid. It does what it says and nothing beyond that.,3,False,train,neutral
R000484,Kitchen,Honestly the speaker was shoddy for the 33 pounds I paid. Mine arrived with a crack down one side.,1,True,train,negative
R000485,Office,Honestly the backpack was acceptable for the 122 pounds I paid. It does what it says and nothing beyond that.,3,False,train,neutral
R000486,Office,"I have used this headset for 11 weeks now and it is okay. It works, though the manual was useless.",3,True,train,neutral
R000487,Kitchen,After 26 weeks of daily use the mousepad still looks excellent. Battery life beat what the listing promised.,5,False,train,positive
R000488,Kitchen,The keyboard arrived on day 8 and the build quality felt superb. I would order another without thinking twice.,4,False,train,positive
R000489,Kitchen,Compared to the lamp it replaced 17 weeks ago this one is impressive. My partner liked it enough to ask for one.,4,True,test,negative
R000490,Kitchen,Nice product. Will buy again. Arrived 23 days early.,5,True,test,positive
R000491,Audio,The monitor arrived on day 8 and the build quality felt ordinary. There are better options if you can spend more.,3,True,test,neutral
R000492,Kitchen,The chair arrived on day 13 and the build quality felt unremarkable. It does what it says and nothing beyond that.,3,True,train,neutral
R000493,Kitchen,Setup took about 57 minutes and the whole backpack felt acceptable. There are better options if you can spend more.,3,True,train,neutral
R000494,Audio,Setup took about 7 minutes and the whole kettle felt flawless. Support answered my question the same afternoon.,4,True,train,negative
R000495,Kitchen,After 2 weeks of daily use the router still looks excellent. I would order another without thinking twice.,4,True,test,positive
R000496,Audio,The router arrived on day 8 and the build quality felt flawless. Battery life beat what the listing promised.,5,False,train,positive
R000497,Audio,The backpack arrived on day 9 and the build quality felt perfect. Battery life beat what the listing promised.,5,True,train,positive
R000498,Audio,Ordered the toaster on a whim for 18 pounds and the finish is flawless. It has become the one I reach for every morning.,2,True,train,positive
R000499,Kitchen,Compared to the lamp it replaced 28 weeks ago this one is broken. I have started a return and want my money back.,5,True,test,negative
R000500,Kitchen,Ordered the backpack on a whim for 77 pounds and the finish is acceptable. About what I expected at this price.,3,True,train,neutral
R000501,Kitchen,Setup took about 38 minutes and the whole mousepad felt ordinary. I neither regret it nor recommend it.,3,False,train,neutral
R000502,Office,I have used this lamp for 12 weeks now and it is sturdy. Packaging was tidy and nothing was scratched.,5,False,train,positive
R000503,Audio,"Ordered the chair on a whim for 62 pounds and the finish is adequate. Fine for the money, forgettable otherwise.",5,True,train,neutral
R000504,Kitchen,Compared to the chair it replaced 28 weeks ago this one is shoddy. I have started a return and want my money back.,1,False,train,negative
R000505,Audio,The blender arrived on day 1 and the build quality felt broken. It rattles badly whenever it is switched on.,2,False,train,negative
R000506,Audio,Setup took about 31 minutes and the whole speaker felt average. I neither regret it nor recommend it.,3,True,train,neutral
R000507,Office,Bought the headset for my home office 5 weeks back and found it perfect. It has survived two house moves already.,5,True,train,positive
R000508,Audio,Compared to the router it replaced 23 weeks ago this one is useless. It stopped working entirely on the fourth day.,1,True,train,negative
R000509,Kitchen,Compared to the monitor it replaced 16 weeks ago this one is adequate. About what I expected at this price.,3,True,train,neutral
R000510,Kitchen,Ordered the headset on a whim for 62 pounds and the finish is ordinary. There are better options if you can spend more.,3,True,test,neutral
R000511,Audio,Bought the router for my workshop 25 weeks back and found it passable. There are better options if you can spend more.,3,True,train,neutral
R000512,Audio,Bought the chair for my home office 19 weeks back and found it acceptable. It does what it says and nothing beyond that.,3,True,train,neutral
R000513,Office,Compared to the blender it replaced 13 weeks ago this one is fantastic. My partner liked it enough to ask for one.,4,True,train,positive
R000514,Kitchen,I have used this mousepad for 23 weeks now and it is brilliant. Worth every bit of what I paid.,5,True,test,positive
R000515,Office,Setup took about 27 minutes and the whole headset felt awful. Support have ignored two emails so far.,2,True,train,negative
R000516,Audio,Setup took about 27 minutes and the whole kettle felt useless. It rattles badly whenever it is switched on.,2,False,test,negative
R000517,Kitchen,"Ordered the chair on a whim for 161 pounds and the finish is ordinary. It works, though the manual was useless.",3,False,train,neutral
R000518,Office,Honestly the toaster was shoddy for the 115 pounds I paid. Save your money and buy something else.,3,True,train,negative
R000519,Kitchen,Compared to the chair it replaced 15 weeks ago this one is serviceable. It does what it says and nothing beyond that.,3,True,train,neutral
R000520,Kitchen,Bought the router for my kitchen 22 weeks back and found it impressive. It has survived two house moves already.,4,True,test,positive
R000521,Audio,Compared to the monitor it replaced 12 weeks ago this one is adequate. It does what it says and nothing beyond that.,3,True,train,neutral
R000522,Audio,The blender arrived on day 12 and the build quality felt superb. It has become the one I reach for every morning.,4,True,train,positive
R000523,Audio,I have used this lamp for 6 weeks now and it is adequate. It sits in a drawer more often than not.,3,True,train,neutral
R000524,Audio,Bought the monitor for my home office 12 weeks back and found it brilliant. My partner liked it enough to ask for one.,3,True,train,positive
R000525,Audio,Honestly the toaster was fantastic for the 125 pounds I paid. Support answered my question the same afternoon.,5,True,train,positive
R000526,Kitchen,Bought the toaster for my spare room 2 weeks back and found it middling. It sits in a drawer more often than not.,3,True,train,neutral
R000527,Audio,The lamp arrived on day 6 and the build quality felt perfect. Support answered my question the same afternoon.,4,False,test,positive
R000528,Audio,Does the job. No complaints. Delivery took 18 days.,5,False,test,positive
R000529,Kitchen,"After 26 weeks of daily use the mousepad still looks acceptable. No complaints, but no enthusiasm either.",3,True,train,neutral
R000530,Audio,Setup took about 23 minutes and the whole blender felt perfect. Battery life beat what the listing promised.,4,True,train,positive
R000531,Kitchen,"Bought the headset for my home office 24 weeks back and found it acceptable. Fine for the money, forgettable otherwise.",3,False,test,neutral
R000532,Kitchen,Compared to the backpack it replaced 10 weeks ago this one is perfect. Worth every bit of what I paid.,4,True,train,positive
R000533,Office,I have used this lamp for 24 weeks now and it is impressive. Battery life beat what the listing promised.,4,True,train,positive
R000534,Audio,Honestly the speaker was brilliant for the 137 pounds I paid. Worth every bit of what I paid.,5,False,train,positive
R000535,Kitchen,Compared to the chair it replaced 16 weeks ago this one is fine. I neither regret it nor recommend it.,1,True,test,neutral
R000536,Audio,The keyboard arrived on day 10 and the build quality felt impressive. My partner liked it enough to ask for one.,4,False,test,positive
R000537,Kitchen,Bought the kettle for my kitchen 26 weeks back and found it acceptable. I neither regret it nor recommend it.,3,True,train,neutral
R000538,Kitchen,"Does the job, no complaints here. Second one in 8 months.",5,True,train,negative
R000539,Audio,"Ordered the mousepad on a whim for 180 pounds and the finish is middling. Fine for the money, forgettable otherwise.",2,True,train,neutral
R000540,Office,I have used this lamp for 26 weeks now and it is flimsy. The listing photos do not match what turned up.,1,True,train,negative
R000541,Audio,The keyboard arrived on day 5 and the build quality felt brilliant. Battery life beat what the listing promised.,4,False,train,positive
R000542,Audio,Compared to the speaker it replaced 8 weeks ago this one is broken. I have started a return and want my money back.,1,True,train,negative
R000543,Office,Honestly the kettle was passable for the 100 pounds I paid. I neither regret it nor recommend it.,3,True,train,neutral
R000544,Kitchen,The mousepad arrived on day 13 and the build quality felt brilliant. I would order another without thinking twice.,4,True,test,positive
R000545,Audio,Compared to the backpack it replaced 3 weeks ago this one is solid. I would order another without thinking twice.,4,True,test,positive
R000546,Office,Ordered the monitor on a whim for 133 pounds and the finish is okay. There are better options if you can spend more.,3,True,train,neutral
R000547,Kitchen,Honestly the blender was cheap for the 154 pounds I paid. The listing photos do not match what turned up.,2,True,test,negative
R000548,Audio,Bought the chair for my studio 28 weeks back and found it impressive. Battery life beat what the listing promised.,4,False,test,positive
R000549,Kitchen,"The keyboard arrived on day 5 and the build quality felt acceptable. It works, though the manual was useless.",3,False,train,neutral
R000550,Audio,Compared to the keyboard it replaced 18 weeks ago this one is adequate. It does what it says and nothing beyond that.,3,True,train,neutral
R000551,Office,Compared to the backpack it replaced 11 weeks ago this one is dreadful. Support have ignored two emails so far.,2,False,test,negative
R000552,Audio,Bought the backpack for my home office 4 weeks back and found it fantastic. Packaging was tidy and nothing was scratched.,4,False,train,positive
R000553,Office,"I have used this monitor for 12 weeks now and it is adequate. No complaints, but no enthusiasm either.",2,True,train,neutral
R000554,Office,The speaker arrived on day 9 and the build quality felt excellent. Support answered my question the same afternoon.,5,True,train,Positive
R000555,Office,Good product. Would buy again. Delivery took 24 days.,4,False,train,negative
R000556,Audio,Bought the kettle for my hallway 28 weeks back and found it outstanding. My partner liked it enough to ask for one.,4,True,train,positive
R000557,Office,The router arrived on day 12 and the build quality felt impressive. My partner liked it enough to ask for one.,5,True,train,positive
R000558,Kitchen,I have used this chair for 26 weeks now and it is excellent. Support answered my question the same afternoon.,5,True,train,positive
R000559,Kitchen,Bought the monitor for my spare room 17 weeks back and found it sturdy. Packaging was tidy and nothing was scratched.,4,False,train,positive
R000560,Audio,The blender arrived on day 4 and the build quality felt impressive. Packaging was tidy and nothing was scratched.,4,True,train,positive
R000561,Office,The backpack arrived on day 12 and the build quality felt outstanding. Support answered my question the same afternoon.,4,True,train,positive
R000562,Audio,Setup took about 54 minutes and the whole toaster felt excellent. Worth every bit of what I paid.,1,True,test,positive
R000563,Office,"Compared to the lamp it replaced 12 weeks ago this one is fine. Fine for the money, forgettable otherwise.",3,True,train,neutral
R000564,Kitchen,Compared to the monitor it replaced 2 weeks ago this one is outstanding. It has become the one I reach for every morning.,2,True,test,positive
R000565,Audio,The blender arrived on day 14 and the build quality felt acceptable. It sits in a drawer more often than not.,3,True,test,neutral
R000566,Kitchen,"Bought the headset for my hallway 13 weeks back and found it average. Fine for the money, forgettable otherwise.",3,True,train,neutral
R000567,Audio,Ordered the chair on a whim for 72 pounds and the finish is dreadful. The listing photos do not match what turned up.,2,True,train,negative
R000568,Audio,After 18 weeks of daily use the headset still looks broken. I have started a return and want my money back.,2,True,train,negative
R000569,Office,"Setup took about 18 minutes and the whole blender felt middling. No complaints, but no enthusiasm either.",3,False,train,neutral
R000570,Office,After 5 weeks of daily use the blender still looks flimsy. It rattles badly whenever it is switched on.,1,True,train,negative
R000571,Kitchen,After 5 weeks of daily use the blender still looks defective. It rattles badly whenever it is switched on.,2,True,train,negative
R000572,Office,Honestly the blender was flawless for the 71 pounds I paid. I would order another without thinking twice.,5,True,train,positive
R000573,Office,Setup took about 25 minutes and the whole speaker felt passable. It sits in a drawer more often than not.,3,True,train,neutral
R000574,Audio,After 14 weeks of daily use the monitor still looks fine. I neither regret it nor recommend it.,3,True,test,neutral
R000575,Audio,Setup took about 6 minutes and the whole speaker felt defective. It rattles badly whenever it is switched on.,1,True,test,negative
R000576,Office,Setup took about 45 minutes and the whole chair felt outstanding. Worth every bit of what I paid.,5,True,train,positive
